#M_p, a_p, am_o, am_f, em_o, max em, em_dot, sim_time, sim_time/P_p, stab_flag (0 = stable), done_flag (0 = done)
1.87,0.103,8.6519,19.1887,0.0000,0.1073,4.1873e-01,2.6800e+05,3.8881e+06,-1,0
0.98,0.144,8.6519,21.5969,0.0000,0.0947,4.2698e-01,3.6500e+05,3.2034e+06,-1,0
0.90,0.143,8.6519,20.8548,0.0000,0.1076,4.5889e-01,2.8100e+05,2.4921e+06,-1,0
0.98,0.141,8.6519,21.1657,0.0000,0.1111,4.4353e-01,3.3200e+05,3.0073e+06,-1,0
1.94,0.091,8.6519,17.1496,0.0000,0.1076,4.1598e-01,1.3400e+05,2.3410e+06,-1,0
1.09,0.092,8.6519,14.4499,0.0000,0.0907,3.6192e-01,2.6000e+04,4.4684e+05,-1,0
1.21,0.080,8.6519,12.8550,0.0000,0.0902,3.2835e-01,1.2000e+04,2.5434e+05,-1,0
0.83,0.099,8.6519,14.4027,0.0000,0.1361,3.2629e-01,2.2000e+04,3.3871e+05,-1,0
1.00,0.091,8.6519,14.9593,0.0000,0.2971,4.2032e-01,2.3000e+04,4.0182e+05,-1,0
1.59,0.127,8.6519,22.2931,0.0000,0.0925,4.4775e-01,6.1700e+05,6.5380e+06,-1,0
1.27,0.156,8.6519,25.4571,0.0000,0.0936,4.5778e-01,1.3470e+06,1.0484e+07,-1,0
1.80,0.129,8.6519,23.6038,0.0000,0.0941,4.2337e-01,1.0230e+06,1.0589e+07,-1,0
2.00,0.128,8.6519,24.3153,0.0000,0.3545,5.1229e-01,9.8000e+05,1.0263e+07,-1,0
1.18,0.174,8.6519,27.8750,0.0000,0.3829,5.5102e-01,1.7710e+06,1.1702e+07,-1,0
1.85,0.145,8.6519,26.9945,0.0000,0.3728,5.5093e-01,1.8710e+06,1.6251e+07,-1,0
1.26,0.138,8.6519,22.6246,0.0000,0.0965,4.4325e-01,5.7500e+05,5.3791e+06,-1,0
1.93,0.165,8.6519,30.9072,0.0000,0.0789,4.6560e-01,5.7320e+06,4.1015e+07,-1,0
1.81,0.170,8.6519,31.2695,0.0000,0.0790,4.5680e-01,5.5670e+06,3.8090e+07,-1,0
1.94,0.119,8.6519,22.4627,0.0000,0.4263,5.3883e-01,5.6400e+05,6.5890e+06,-1,0
1.29,0.096,8.6519,15.9438,0.0000,0.1027,3.3108e-01,5.4000e+04,8.7066e+05,-1,0
1.13,0.145,8.6519,22.7193,0.0000,0.1009,4.6906e-01,5.9100e+05,5.1333e+06,-1,0
1.24,0.097,8.6519,15.7504,0.0000,0.0831,3.7583e-01,5.3000e+04,8.4136e+05,-1,0
1.28,0.093,8.6519,15.4347,0.0000,0.0947,3.6205e-01,4.6000e+04,7.7785e+05,-1,0
1.51,0.159,8.6519,27.5340,0.0000,0.0942,4.6517e-01,2.6240e+06,1.9849e+07,-1,0
1.35,0.106,8.6519,17.7337,0.0000,0.0862,3.7028e-01,1.1600e+05,1.6120e+06,-1,0
1.11,0.139,8.6519,21.7174,0.0000,0.0967,4.3586e-01,4.2300e+05,3.9146e+06,-1,0
0.92,0.128,8.6519,19.0127,0.0000,0.1108,4.7530e-01,1.5300e+05,1.6023e+06,-1,0
0.83,0.120,8.6519,17.0530,0.0000,0.1022,3.8771e-01,6.8000e+04,7.8451e+05,-1,0
1.57,0.180,8.6519,31.6999,0.0000,0.0827,4.5518e-01,5.1630e+06,3.2423e+07,-1,0
1.03,0.091,8.6519,14.0877,0.0000,0.1065,3.4033e-01,2.1000e+04,3.6688e+05,-1,0
1.89,0.134,8.6519,24.9186,0.0000,0.1079,4.5017e-01,1.6300e+06,1.5937e+07,-1,0
1.82,0.149,8.6519,27.9139,0.0000,0.4015,5.6229e-01,2.1650e+06,1.8053e+07,-1,0
1.73,0.167,8.6519,30.1644,0.0000,0.0822,4.6356e-01,4.8770e+06,3.4272e+07,-1,0
1.34,0.106,8.6519,17.7117,0.0000,0.0930,3.7057e-01,1.1800e+05,1.6398e+06,-1,0
1.36,0.134,8.6519,22.3609,0.0000,0.1005,4.4382e-01,5.6400e+05,5.5142e+06,-1,0
0.95,0.138,8.6519,20.5531,0.0000,0.0997,4.7254e-01,2.5500e+05,2.3855e+06,-1,0
1.34,0.166,8.6519,27.5665,0.0000,0.0984,4.4667e-01,2.3680e+06,1.6791e+07,-1,0
1.66,0.094,8.6519,16.8268,0.0000,0.0953,4.0407e-01,1.0000e+05,1.6641e+06,-1,0
1.74,0.169,8.6519,30.6891,0.0000,0.0779,4.5962e-01,5.1330e+06,3.5433e+07,-1,0
1.41,0.158,8.6519,26.6948,0.0000,0.0915,4.4555e-01,1.9440e+06,1.4845e+07,-1,0
1.50,0.117,8.6519,20.1951,0.0000,0.1117,4.2098e-01,3.1700e+05,3.7988e+06,-1,0
0.96,0.116,8.6519,17.2783,0.0000,0.0941,3.9443e-01,8.5000e+04,1.0318e+06,-1,0
1.78,0.115,8.6519,20.9882,0.0000,0.1050,4.5074e-01,4.4900e+05,5.5216e+06,-1,0
1.69,0.129,8.6519,23.1340,0.0000,0.1030,4.4793e-01,8.8000e+05,9.1088e+06,-1,0
0.88,0.085,8.6519,12.2899,0.0000,0.1115,4.0939e-01,7.8000e+03,1.5095e+05,-1,0
1.06,0.120,8.6519,18.5272,0.0000,0.0933,4.4455e-01,1.3500e+05,1.5575e+06,-1,0
1.24,0.137,8.6519,22.1993,0.0000,0.1027,4.2652e-01,5.2600e+05,4.9747e+06,-1,0
1.92,0.125,8.6519,23.6020,0.0000,0.4106,5.3916e-01,7.6200e+05,8.2690e+06,-1,0
0.86,0.081,8.6519,11.7430,0.0000,0.1165,5.1738e-01,5.2000e+03,1.0818e+05,-1,0
1.05,0.083,8.6519,13.0379,0.0000,0.1507,3.2268e-01,1.3000e+04,2.6073e+05,-1,0
1.64,0.139,8.6519,24.7045,0.0000,0.0936,4.4723e-01,1.3160e+06,1.2179e+07,-1,0
1.24,0.136,8.6519,22.0029,0.0000,0.0923,4.6001e-01,4.8700e+05,4.6568e+06,-1,0
1.91,0.173,8.6519,32.3842,0.0000,0.0793,4.6930e-01,6.3330e+06,4.2209e+07,-1,0
1.41,0.118,8.6519,20.0038,0.0000,0.0961,4.7157e-01,2.7400e+05,3.2418e+06,-1,0
1.93,0.121,8.6519,22.6977,0.0000,0.0941,4.1308e-01,8.2300e+05,9.3775e+06,-1,0
1.68,0.136,8.6519,24.3375,0.0000,0.0922,4.4057e-01,1.1740e+06,1.1226e+07,-1,0
1.59,0.143,8.6519,25.0997,0.0000,0.3936,5.3561e-01,1.0840e+06,9.6137e+06,-1,0
1.46,0.106,8.6519,18.1413,0.0000,0.0965,4.0703e-01,1.5000e+05,2.0845e+06,-1,0
1.90,0.133,8.6519,24.7869,0.0000,0.0894,4.5345e-01,1.4810e+06,1.4643e+07,-1,0
1.56,0.170,8.6519,29.7389,0.0000,0.0852,4.4984e-01,4.2750e+06,2.9250e+07,-1,0
1.67,0.096,8.6519,17.2500,0.0000,0.1151,3.7943e-01,1.2100e+05,1.9509e+06,-1,0
0.83,0.087,8.6519,12.3165,0.0000,0.0971,2.3969e-01,7.1000e+03,1.3269e+05,-1,0
1.21,0.179,8.6519,28.7585,0.0000,0.1001,4.6454e-01,2.9540e+06,1.8707e+07,-1,0
1.98,0.109,8.6519,20.5867,0.0000,0.0955,4.3515e-01,4.4100e+05,5.8771e+06,-1,0
1.30,0.090,8.6519,14.9913,0.0000,0.1189,4.1477e-01,3.9000e+04,6.9273e+05,-1,0
1.53,0.155,8.6519,26.9025,0.0000,0.0925,4.5002e-01,2.1670e+06,1.7030e+07,-1,0
1.55,0.151,8.6519,26.2841,0.0000,0.0995,4.5308e-01,1.8900e+06,1.5448e+07,-1,0
1.99,0.118,8.6519,22.4042,0.0000,0.3419,5.2923e-01,5.6400e+05,6.6730e+06,-1,0
1.68,0.157,8.6519,28.0815,0.0000,0.3476,5.2160e-01,2.3550e+06,1.8155e+07,-1,0
1.75,0.114,8.6519,20.7485,0.0000,0.0915,4.4493e-01,4.1200e+05,5.1334e+06,-1,0
1.47,0.180,8.6519,30.7973,0.0000,0.0780,4.6875e-01,4.5850e+06,2.8794e+07,-1,0
0.94,0.089,8.6519,13.6962,0.0000,0.3159,4.5168e-01,1.7000e+04,3.0706e+05,-1,0
1.58,0.081,8.6519,14.1994,0.0000,0.0893,3.0348e-01,3.0000e+04,6.2410e+05,-1,0
1.32,0.136,8.6519,22.5046,0.0000,0.0920,4.5030e-01,5.9300e+05,5.6704e+06,-1,0
1.91,0.103,8.6519,19.3295,0.0000,0.1044,4.1197e-01,2.8800e+05,4.1783e+06,-1,0
1.49,0.147,8.6519,25.3426,0.0000,0.0994,4.5073e-01,1.4310e+06,1.2177e+07,-1,0
1.67,0.163,8.6519,29.4620,0.0000,0.3819,5.7315e-01,3.1230e+06,2.2759e+07,-1,0
1.79,0.091,8.6519,16.6960,0.0000,0.0877,3.7916e-01,1.0400e+05,1.8169e+06,-1,0
1.11,0.142,8.6519,22.1342,0.0000,0.0958,4.3468e-01,4.8600e+05,4.3558e+06,-1,0
1.83,0.088,8.6519,16.3086,0.0000,0.1360,4.2972e-01,9.3000e+04,1.7085e+06,-1,0
1.26,0.111,8.6519,18.1770,0.0000,0.1084,4.0674e-01,1.3500e+05,1.7507e+06,-1,0
0.98,0.138,8.6519,20.6980,0.0000,0.0924,4.2303e-01,2.7800e+05,2.6007e+06,-1,0
1.44,0.140,8.6519,23.8197,0.0000,0.0915,4.5352e-01,9.1600e+05,8.3862e+06,-1,0
0.98,0.155,8.6519,23.3510,0.0000,0.0927,4.4921e-01,6.2400e+05,4.9040e+06,-1,0
1.82,0.164,8.6519,30.1114,0.0000,0.0812,4.5637e-01,5.0610e+06,3.6546e+07,-1,0
1.32,0.102,8.6519,17.1337,0.0000,0.0947,3.7891e-01,9.7000e+04,1.4280e+06,-1,0
0.96,0.180,8.6519,26.7021,0.0000,0.3683,5.0752e-01,1.2550e+06,7.8813e+06,-1,0
0.99,0.105,8.6519,15.8980,0.0000,0.0867,4.2137e-01,4.6000e+04,6.4839e+05,-1,0
0.90,0.163,8.6519,23.6658,0.0000,0.1045,4.5605e-01,6.5800e+05,4.7952e+06,-1,0
1.08,0.142,8.6519,21.9587,0.0000,0.1010,4.4936e-01,4.5300e+05,4.0600e+06,-1,0
1.47,0.142,8.6519,24.3281,0.0000,0.1017,4.2675e-01,1.1100e+06,9.9484e+06,-1,0
1.04,0.144,8.6519,22.0801,0.0000,0.0981,4.3510e-01,4.5000e+05,3.9494e+06,-1,0
1.42,0.154,8.6519,26.1108,0.0000,0.3620,5.2003e-01,1.2840e+06,1.0189e+07,-1,0
1.94,0.102,8.6519,19.1511,0.0000,0.1044,4.1656e-01,2.7900e+05,4.1074e+06,-1,0
1.86,0.089,8.6519,16.6730,0.0000,0.0922,3.8027e-01,9.6000e+04,1.7340e+06,-1,0
1.39,0.124,8.6519,20.9027,0.0000,0.1020,4.5189e-01,3.7000e+05,4.0638e+06,-1,0
1.13,0.142,8.6519,22.3004,0.0000,0.0949,4.5036e-01,5.1000e+05,4.5709e+06,-1,0
1.89,0.147,8.6519,27.3439,0.0000,0.0942,4.4952e-01,2.9580e+06,2.5170e+07,-1,0
1.88,0.176,8.6519,32.6963,0.0000,0.0797,4.5817e-01,6.3880e+06,4.1492e+07,-1,0
1.24,0.115,8.6519,18.6369,0.0000,0.1015,4.4258e-01,1.6000e+05,1.9676e+06,-1,0
1.88,0.111,8.6519,20.6913,0.0000,0.0915,4.2565e-01,4.4100e+05,5.7190e+06,-1,0
1.64,0.141,8.6519,25.0287,0.0000,0.3819,5.3076e-01,1.0720e+06,9.7102e+06,-1,0
1.98,0.143,8.6519,27.0857,0.0000,0.3974,5.3605e-01,2.0530e+06,1.8207e+07,-1,0
1.17,0.111,8.6519,17.7927,0.0000,0.0947,3.7839e-01,1.1800e+05,1.5302e+06,-1,0
1.39,0.130,8.6519,22.1176,0.0000,0.0975,4.5041e-01,5.3900e+05,5.5149e+06,-1,0
1.17,0.163,8.6519,25.8350,0.0000,0.0963,4.4075e-01,1.4510e+06,1.0574e+07,-1,0
1.13,0.135,8.6519,21.2166,0.0000,0.0958,3.9668e-01,3.6200e+05,3.5000e+06,-1,0
1.60,0.081,8.6519,14.2635,0.0000,0.0934,2.1618e-01,3.0000e+04,6.2410e+05,-1,0
1.49,0.093,8.6519,16.0485,0.0000,0.0943,4.0972e-01,7.0000e+04,1.1837e+06,-1,0
0.99,0.101,8.6519,15.2666,0.0000,0.1018,3.0229e-01,3.7000e+04,5.5282e+05,-1,0
1.50,0.142,8.6519,24.4585,0.0000,0.0929,4.4799e-01,1.1540e+06,1.0343e+07,-1,0
1.00,0.112,8.6519,16.8920,0.0000,0.0880,4.2789e-01,7.3000e+04,9.3403e+05,-1,0
1.23,0.099,8.6519,16.2859,0.0000,0.1060,4.8640e-01,6.4000e+04,9.8535e+05,-1,0
0.91,0.151,8.6519,22.0140,0.0000,0.1027,4.4429e-01,4.3500e+05,3.5554e+06,-1,0
1.57,0.102,8.6519,17.9688,0.0000,0.1104,4.2803e-01,1.4200e+05,2.0905e+06,-1,0
0.84,0.155,8.6519,21.9997,0.0000,0.0918,4.3836e-01,3.9400e+05,3.0964e+06,-1,0
1.94,0.162,8.6519,30.6152,0.0000,0.4024,5.8369e-01,4.6270e+06,3.4032e+07,-1,0
1.05,0.087,8.6519,13.3048,0.0000,0.0922,3.9824e-01,1.5000e+04,2.8033e+05,-1,0
1.31,0.175,8.6519,28.8581,0.0000,0.3547,5.2683e-01,2.4420e+06,1.5998e+07,-1,0
1.56,0.143,8.6519,24.9984,0.0000,0.3688,5.2377e-01,1.0270e+06,9.1082e+06,-1,0
1.33,0.163,8.6519,27.0228,0.0000,0.0958,4.4401e-01,2.0790e+06,1.5151e+07,-1,0
1.05,0.080,8.6519,12.2481,0.0000,0.1066,2.9890e-01,8.0000e+03,1.6956e+05,-1,0
0.90,0.149,8.6519,21.8299,0.0000,0.0929,4.5021e-01,3.7900e+05,3.1603e+06,-1,0
1.98,0.098,8.6519,18.6466,0.0000,0.1070,4.2481e-01,2.2700e+05,3.5485e+06,-1,0
1.31,0.138,8.6519,22.7702,0.0000,0.1028,4.3344e-01,6.3800e+05,5.9685e+06,-1,0
1.12,0.144,8.6519,22.7343,0.0000,0.1024,4.7691e-01,5.6800e+05,4.9850e+06,-1,0
1.66,0.081,8.6519,14.6698,0.0000,0.1005,3.6004e-01,3.8000e+04,7.9053e+05,-1,0
0.86,0.136,8.6519,19.6455,0.0000,0.0896,4.3419e-01,1.8400e+05,1.7594e+06,-1,0
1.50,0.113,8.6519,19.5029,0.0000,0.1017,4.0883e-01,2.5100e+05,3.1690e+06,-1,0
1.02,0.084,8.6519,12.8336,0.0000,0.0936,2.2862e-01,1.1000e+04,2.1669e+05,-1,0
1.06,0.100,8.6519,15.3724,0.0000,0.0931,2.8359e-01,3.9000e+04,5.9146e+05,-1,0
2.00,0.116,8.6519,22.0305,0.0000,0.0944,4.3445e-01,6.9700e+05,8.4608e+06,-1,0
1.72,0.115,8.6519,20.8245,0.0000,0.1026,4.3357e-01,4.2600e+05,5.2387e+06,-1,0
1.98,0.125,8.6519,23.6737,0.0000,0.1026,4.4423e-01,1.1520e+06,1.2501e+07,-1,0
1.51,0.140,8.6519,24.2099,0.0000,0.1027,4.4445e-01,1.0560e+06,9.6680e+06,-1,0
0.83,0.152,8.6519,21.4815,0.0000,0.0939,4.0626e-01,3.3900e+05,2.7435e+06,-1,0
1.40,0.133,8.6519,22.4142,0.0000,0.1021,4.4186e-01,6.2000e+05,6.1302e+06,-1,0
1.26,0.102,8.6519,16.7063,0.0000,0.1025,3.9892e-01,8.0000e+04,1.1778e+06,-1,0
1.74,0.180,8.6519,32.5983,0.0000,0.0811,4.5625e-01,5.9980e+06,3.7667e+07,-1,0
1.70,0.176,8.6519,31.6219,0.0000,0.0804,4.7341e-01,5.5090e+06,3.5782e+07,-1,0
1.70,0.105,8.6519,18.9127,0.0000,0.1071,4.4238e-01,2.3200e+05,3.2702e+06,-1,0
1.89,0.161,8.6519,29.9998,0.0000,0.0840,4.5122e-01,5.2240e+06,3.8782e+07,-1,0
1.46,0.134,8.6519,22.8623,0.0000,0.0940,4.5914e-01,7.2600e+05,7.0981e+06,-1,0
1.74,0.128,8.6519,23.2433,0.0000,0.0902,4.6813e-01,8.7500e+05,9.1634e+06,-1,0
1.13,0.163,8.6519,25.5621,0.0000,0.0969,4.5875e-01,1.3070e+06,9.5248e+06,-1,0
1.66,0.129,8.6519,23.0120,0.0000,0.0956,4.4982e-01,7.8000e+05,8.0737e+06,-1,0
1.76,0.159,8.6519,28.8759,0.0000,0.0919,4.6041e-01,3.9400e+06,2.9803e+07,-1,0
1.34,0.083,8.6519,13.9624,0.0000,0.1074,3.0075e-01,2.4000e+04,4.8135e+05,-1,0
1.22,0.136,8.6519,21.9134,0.0000,0.0978,4.1395e-01,4.7300e+05,4.5229e+06,-1,0
1.60,0.142,8.6519,24.9797,0.0000,0.0940,4.3936e-01,1.3690e+06,1.2270e+07,-1,0
1.99,0.148,8.6519,27.9947,0.0000,0.0943,4.4301e-01,3.6530e+06,3.0770e+07,-1,0
1.85,0.138,8.6519,25.4812,0.0000,0.0940,4.4722e-01,1.7530e+06,1.6399e+07,-1,0
0.90,0.121,8.6519,17.7505,0.0000,0.1022,3.9423e-01,9.3000e+04,1.0597e+06,-1,0
0.98,0.136,8.6519,20.3874,0.0000,0.0999,4.1154e-01,2.5500e+05,2.4383e+06,-1,0
0.99,0.127,8.6519,19.2061,0.0000,0.1023,4.1450e-01,1.6800e+05,1.7802e+06,-1,0
0.83,0.084,8.6519,11.8843,0.0000,0.1180,2.6521e-01,5.6000e+03,1.1031e+05,-1,0
1.27,0.130,8.6519,21.1980,0.0000,0.0968,4.3648e-01,3.9100e+05,4.0006e+06,-1,0
1.49,0.083,8.6519,14.3313,0.0000,0.1043,3.7721e-01,3.0000e+04,6.0168e+05,-1,0
1.14,0.180,8.6519,28.6375,0.0000,0.3824,5.3313e-01,2.0540e+06,1.2899e+07,-1,0
1.20,0.109,8.6519,17.4274,0.0000,0.0969,4.1192e-01,1.0600e+05,1.4126e+06,-1,0
1.19,0.098,8.6519,15.8279,0.0000,0.0973,3.7720e-01,5.0000e+04,7.8162e+05,-1,0
0.91,0.139,8.6519,20.3731,0.0000,0.1016,4.6293e-01,2.3800e+05,2.2025e+06,-1,0
1.45,0.083,8.6519,14.3100,0.0000,0.0785,3.4048e-01,2.8000e+04,5.6157e+05,-1,0
1.46,0.132,8.6519,22.5474,0.0000,0.0969,4.3020e-01,6.5800e+05,6.5800e+06,-1,0
1.20,0.176,8.6519,28.1620,0.0000,0.3647,5.4818e-01,2.0290e+06,1.3179e+07,-1,0
1.56,0.139,8.6519,24.2659,0.0000,0.0949,4.4540e-01,1.1530e+06,1.0670e+07,-1,0
1.41,0.114,8.6519,19.2661,0.0000,0.1076,4.3598e-01,2.1500e+05,2.6788e+06,-1,0
1.67,0.087,8.6519,15.6157,0.0000,0.0945,3.3104e-01,6.1000e+04,1.1400e+06,-1,0
1.26,0.173,8.6519,28.1276,0.0000,0.0980,4.7779e-01,2.7450e+06,1.8295e+07,-1,0
1.90,0.126,8.6519,23.4945,0.0000,0.1008,4.5465e-01,1.0470e+06,1.1227e+07,-1,0
1.02,0.172,8.6519,26.0687,0.0000,0.0970,4.3957e-01,1.3920e+06,9.3586e+06,-1,0
1.18,0.150,8.6519,23.8987,0.0000,0.0934,4.6104e-01,8.3800e+05,6.9178e+06,-1,0
1.67,0.111,8.6519,19.8420,0.0000,0.0897,4.1230e-01,2.8900e+05,3.7478e+06,-1,0
1.49,0.135,8.6519,23.2296,0.0000,0.1054,4.3898e-01,8.1400e+05,7.8702e+06,-1,0
1.86,0.096,8.6519,17.7783,0.0000,0.0919,4.4097e-01,1.5700e+05,2.5314e+06,-1,0
1.55,0.130,8.6519,22.6356,0.0000,0.1014,4.4920e-01,6.9900e+05,7.1520e+06,-1,0
1.15,0.132,8.6519,20.8213,0.0000,0.1024,4.5404e-01,3.2800e+05,3.2800e+06,-1,0
1.77,0.137,8.6519,24.9781,0.0000,0.0983,4.4057e-01,1.4500e+06,1.3714e+07,-1,0
1.08,0.106,8.6519,16.3984,0.0000,0.0960,3.0740e-01,6.3000e+04,8.7548e+05,-1,0
1.61,0.096,8.6519,16.9380,0.0000,0.0920,4.2438e-01,9.6000e+04,1.5478e+06,-1,0
1.88,0.116,8.6519,21.5584,0.0000,0.0985,4.2784e-01,5.8900e+05,7.1498e+06,-1,0
0.96,0.084,8.6519,12.5064,0.0000,0.0927,1.6826e-01,8.7000e+03,1.7138e+05,-1,0
1.72,0.145,8.6519,26.1867,0.0000,0.0961,4.3829e-01,2.0660e+06,1.7945e+07,-1,0
1.69,0.120,8.6519,21.5011,0.0000,0.1092,4.2090e-01,5.1000e+05,5.8839e+06,-1,0
1.43,0.105,8.6519,17.9562,0.0000,0.0947,4.4119e-01,1.3100e+05,1.8465e+06,-1,0
1.86,0.113,8.6519,20.9993,0.0000,0.0994,4.3593e-01,4.8100e+05,6.0728e+06,-1,0
1.45,0.161,8.6519,27.4177,0.0000,0.1025,4.6519e-01,2.4510e+06,1.8196e+07,-1,0
1.66,0.089,8.6519,15.9050,0.0000,0.0977,4.0382e-01,7.4000e+04,1.3366e+06,-1,0
1.24,0.123,8.6519,20.0464,0.0000,0.1036,4.4863e-01,2.6400e+05,2.9350e+06,-1,0
1.02,0.081,8.6519,12.3185,0.0000,0.1037,2.7426e-01,8.1000e+03,1.6851e+05,-1,0
1.43,0.154,8.6519,26.1130,0.0000,0.0974,4.5890e-01,1.7280e+06,1.3713e+07,-1,0
1.18,0.107,8.6519,17.2664,0.0000,0.1036,4.1819e-01,9.1000e+04,1.2469e+06,-1,0
1.14,0.161,8.6519,25.3079,0.0000,0.0930,4.3754e-01,1.2000e+06,8.9085e+06,-1,0
0.91,0.169,8.6519,24.6307,0.0000,0.1098,4.6271e-01,9.0500e+05,6.2472e+06,-1,0
1.56,0.111,8.6519,19.3641,0.0000,0.0921,3.8891e-01,2.3000e+05,2.9827e+06,-1,0
1.17,0.126,8.6519,20.0345,0.0000,0.0980,4.7036e-01,2.5400e+05,2.7236e+06,-1,0
1.01,0.107,8.6519,16.2405,0.0000,0.1108,3.9069e-01,5.8000e+04,7.9472e+05,-1,0
1.21,0.135,8.6519,21.7128,0.0000,0.1140,4.3506e-01,4.2900e+05,4.1478e+06,-1,0
1.16,0.173,8.6519,27.4172,0.0000,0.0984,4.6075e-01,2.1570e+06,1.4376e+07,-1,0
1.05,0.176,8.6519,26.9405,0.0000,0.1031,4.6885e-01,1.7880e+06,1.1613e+07,-1,0
0.81,0.139,8.6519,19.7948,0.0000,0.1069,4.7516e-01,1.9400e+05,1.7953e+06,-1,0
1.58,0.084,8.6519,15.2378,0.0000,0.1373,2.9679e-01,4.7000e+04,9.2585e+05,-1,0
1.85,0.159,8.6519,29.5229,0.0000,0.3584,5.6920e-01,3.5100e+06,2.6551e+07,-1,0
1.06,0.159,8.6519,24.4799,0.0000,0.0992,4.7400e-01,8.9600e+05,6.7776e+06,-1,0
1.35,0.167,8.6519,27.7882,0.0000,0.0899,4.5452e-01,2.6260e+06,1.8454e+07,-1,0
0.89,0.179,8.6519,26.1014,0.0000,0.3332,5.2215e-01,9.8100e+05,6.2123e+06,-1,0
1.11,0.167,8.6519,26.0023,0.0000,0.1031,4.5713e-01,1.4950e+06,1.0506e+07,-1,0
1.80,0.159,8.6519,29.1150,0.0000,0.3637,5.5782e-01,3.1870e+06,2.4107e+07,-1,0
1.88,0.140,8.6519,25.9966,0.0000,0.0935,4.4659e-01,2.0200e+06,1.8494e+07,-1,0
1.23,0.160,8.6519,25.7916,0.0000,0.0954,4.5353e-01,1.4850e+06,1.1128e+07,-1,0
1.40,0.141,8.6519,23.8044,0.0000,0.1099,4.5233e-01,8.8600e+05,8.0254e+06,-1,0
1.62,0.170,8.6519,30.0393,0.0000,0.0816,4.6866e-01,4.5850e+06,3.1371e+07,-1,0
1.82,0.167,8.6519,30.8000,0.0000,0.0806,4.6045e-01,5.3620e+06,3.7680e+07,-1,0
1.20,0.171,8.6519,27.3374,0.0000,0.0913,4.7279e-01,2.1170e+06,1.4358e+07,-1,0
0.82,0.081,8.6519,11.5138,0.0000,0.1046,2.4868e-01,4.2000e+03,8.7375e+04,-1,0
1.35,0.097,8.6519,16.3824,0.0000,0.1003,3.7246e-01,7.3000e+04,1.1589e+06,-1,0
1.16,0.106,8.6519,16.9502,0.0000,0.1026,3.5987e-01,7.8000e+04,1.0839e+06,-1,0
0.90,0.106,8.6519,15.5065,0.0000,0.1159,4.2596e-01,3.7000e+04,5.1417e+05,-1,0
1.44,0.099,8.6519,16.8171,0.0000,0.0974,4.0031e-01,8.9000e+04,1.3703e+06,-1,0
1.78,0.105,8.6519,19.1589,0.0000,0.1006,4.2010e-01,2.6000e+05,3.6648e+06,-1,0
1.01,0.141,8.6519,21.3730,0.0000,0.1041,4.2274e-01,3.4900e+05,3.1613e+06,-1,0
1.73,0.109,8.6519,19.8495,0.0000,0.0989,4.3571e-01,3.0200e+05,4.0247e+06,-1,0
0.86,0.110,8.6519,15.7488,0.0000,0.0859,2.8228e-01,4.2000e+04,5.5211e+05,-1,0
0.84,0.166,8.6519,23.5990,0.0000,0.1096,4.4698e-01,6.2800e+05,4.4531e+06,-1,0
1.19,0.081,8.6519,13.0025,0.0000,0.1133,2.7542e-01,1.4000e+04,2.9125e+05,-1,0
1.55,0.167,8.6519,29.1060,0.0000,0.0902,4.6912e-01,3.8700e+06,2.7196e+07,-1,0
1.00,0.151,8.6519,22.8451,0.0000,0.0970,4.2965e-01,5.4700e+05,4.4708e+06,-1,0
1.68,0.094,8.6519,16.8251,0.0000,0.0938,3.9375e-01,9.4000e+04,1.5642e+06,-1,0
1.42,0.114,8.6519,19.5786,0.0000,0.0922,4.2555e-01,2.3200e+05,2.8906e+06,-1,0
1.09,0.139,8.6519,21.5710,0.0000,0.1020,4.3792e-01,4.1000e+05,3.7942e+06,-1,0
1.70,0.132,8.6519,23.8473,0.0000,0.1062,4.4554e-01,1.0200e+06,1.0200e+07,-1,0
1.64,0.109,8.6519,19.5248,0.0000,0.0859,4.1176e-01,2.6400e+05,3.5183e+06,-1,0
1.95,0.106,8.6519,19.9381,0.0000,0.1014,4.2595e-01,3.3800e+05,4.6970e+06,-1,0
1.79,0.156,8.6519,28.4985,0.0000,0.0975,4.4833e-01,3.7810e+06,2.9430e+07,-1,0
0.82,0.134,8.6519,18.8858,0.0000,0.0938,3.9074e-01,1.4500e+05,1.4177e+06,-1,0
0.91,0.088,8.6519,12.8873,0.0000,0.0941,4.0854e-01,1.1000e+04,2.0208e+05,-1,0
0.91,0.150,8.6519,21.9363,0.0000,0.0917,4.4340e-01,4.0200e+05,3.3186e+06,-1,0
1.95,0.129,8.6519,24.2592,0.0000,0.3848,5.2966e-01,9.7800e+05,1.0123e+07,-1,0
1.67,0.143,8.6519,25.5583,0.0000,0.0987,4.4144e-01,1.6380e+06,1.4527e+07,-1,0
1.40,0.123,8.6519,20.7629,0.0000,0.1068,4.4126e-01,3.4500e+05,3.8355e+06,-1,0
1.07,0.129,8.6519,19.8949,0.0000,0.1001,4.4125e-01,2.2600e+05,2.3393e+06,-1,0
1.51,0.125,8.6519,21.5961,0.0000,0.0954,4.3354e-01,4.9400e+05,5.3608e+06,-1,0
1.54,0.144,8.6519,25.1289,0.0000,0.1052,4.5948e-01,1.3850e+06,1.2155e+07,-1,0
0.93,0.142,8.6519,20.8451,0.0000,0.0959,4.5578e-01,2.8700e+05,2.5723e+06,-1,0
