#M_p, a_p, am_o, am_f, em_o, max em, em_dot, sim_time, sim_time/P_p, stab_flag (0 = stable), done_flag (0 = done)
1.32,0.101,8.6519,16.7737,0.0000,0.1144,4.5577e-01,8.0000e+04,1.1953e+06,-1,0
1.53,0.167,8.6519,29.0752,0.0000,0.3990,5.4766e-01,2.7970e+06,1.9655e+07,-1,0
1.57,0.137,8.6519,24.0072,0.0000,0.0980,4.4054e-01,1.0320e+06,9.7603e+06,-1,0
1.74,0.135,8.6519,24.6580,0.0000,0.4014,5.4776e-01,9.5000e+05,9.1852e+06,-1,0
1.87,0.124,8.6519,22.9836,0.0000,0.0966,4.4405e-01,8.6300e+05,9.4786e+06,-1,0
1.00,0.098,8.6519,15.1651,0.0000,0.1224,4.0030e-01,3.4000e+04,5.3150e+05,-1,0
1.43,0.150,8.6519,25.4356,0.0000,0.0924,4.5558e-01,1.4340e+06,1.1838e+07,-1,0
1.23,0.092,8.6519,14.9593,0.0000,0.0997,3.6684e-01,3.6000e+04,6.1871e+05,-1,0
1.20,0.081,8.6519,13.1039,0.0000,0.0943,3.1040e-01,1.5000e+04,3.1205e+05,-1,0
1.80,0.087,8.6519,15.9355,0.0000,0.0909,4.3553e-01,7.2000e+04,1.3456e+06,-1,0
1.44,0.098,8.6519,16.9920,0.0000,0.1127,3.9783e-01,8.9000e+04,1.3913e+06,-1,0
1.80,0.179,8.6519,32.7594,0.0000,0.0791,4.6858e-01,6.2430e+06,3.9535e+07,-1,0
1.65,0.167,8.6519,29.7158,0.0000,0.0872,4.6620e-01,4.4880e+06,3.1539e+07,-1,0
1.01,0.122,8.6519,18.7254,0.0000,0.1011,4.2604e-01,1.4300e+05,1.6094e+06,-1,0
1.49,0.134,8.6519,23.0433,0.0000,0.0995,4.4369e-01,7.2800e+05,7.1177e+06,-1,0
1.67,0.118,8.6519,21.0877,0.0000,0.0998,4.4798e-01,4.5100e+05,5.3360e+06,-1,0
0.92,0.119,8.6519,17.4359,0.0000,0.0967,3.9559e-01,8.6000e+04,1.0047e+06,-1,0
1.00,0.140,8.6519,21.1888,0.0000,0.1115,4.3700e-01,3.3500e+05,3.0670e+06,-1,0
0.99,0.117,8.6519,17.5557,0.0000,0.0991,4.4749e-01,9.0000e+04,1.0785e+06,-1,0
1.21,0.113,8.6519,18.1891,0.0000,0.1028,4.3049e-01,1.3000e+05,1.6413e+06,-1,0
1.93,0.139,8.6519,26.0497,0.0000,0.0907,4.4961e-01,2.1210e+06,1.9628e+07,-1,0
1.11,0.125,8.6519,19.8636,0.0000,0.1069,4.3415e-01,2.1700e+05,2.3548e+06,-1,0
1.04,0.101,8.6519,15.4756,0.0000,0.1051,4.6945e-01,4.4000e+04,6.5741e+05,-1,0
1.22,0.092,8.6519,14.8958,0.0000,0.0927,3.5432e-01,3.3000e+04,5.6715e+05,-1,0
1.80,0.142,8.6519,25.9749,0.0000,0.0920,4.6339e-01,1.9520e+06,1.7495e+07,-1,0
1.63,0.106,8.6519,18.8748,0.0000,0.0986,3.8751e-01,2.0300e+05,2.8210e+06,-1,0
1.30,0.102,8.6519,17.0320,0.0000,0.0913,3.8151e-01,9.0000e+04,1.3250e+06,-1,0
1.72,0.117,8.6519,21.0839,0.0000,0.0915,4.5548e-01,4.4300e+05,5.3087e+06,-1,0
1.64,0.096,8.6519,17.0391,0.0000,0.1140,4.5702e-01,1.1800e+05,1.9026e+06,-1,0
1.04,0.174,8.6519,26.6130,0.0000,0.0978,4.4732e-01,1.6790e+06,1.1094e+07,-1,0
1.71,0.147,8.6519,26.8752,0.0000,0.3985,5.5841e-01,1.6140e+06,1.3734e+07,-1,0
1.10,0.116,8.6519,18.1858,0.0000,0.1013,4.0880e-01,1.2600e+05,1.5295e+06,-1,0
1.49,0.080,8.6519,13.7577,0.0000,0.0769,3.1726e-01,2.6000e+04,5.5106e+05,-1,0
1.13,0.106,8.6519,16.6584,0.0000,0.1083,4.1543e-01,7.4000e+04,1.0283e+06,-1,0
1.67,0.081,8.6519,14.5804,0.0000,0.0927,3.8942e-01,3.8000e+04,7.9053e+05,-1,0
1.34,0.177,8.6519,29.3800,0.0000,0.0872,4.7043e-01,3.7160e+06,2.3932e+07,-1,0
1.75,0.158,8.6519,28.6585,0.0000,0.0933,4.5408e-01,3.7320e+06,2.8498e+07,-1,0
0.93,0.084,8.6519,12.4684,0.0000,0.1087,4.0907e-01,8.5000e+03,1.6744e+05,-1,0
1.63,0.088,8.6519,16.0876,0.0000,0.1133,3.9141e-01,6.6000e+04,1.2125e+06,-1,0
1.88,0.167,8.6519,31.0130,0.0000,0.3796,5.8913e-01,5.1940e+06,3.6500e+07,-1,0
1.23,0.105,8.6519,17.1400,0.0000,0.1120,3.8653e-01,8.9000e+04,1.2545e+06,-1,0
1.61,0.102,8.6519,18.1496,0.0000,0.0971,4.4033e-01,1.5400e+05,2.2672e+06,-1,0
0.82,0.153,8.6519,21.5681,0.0000,0.1057,4.1651e-01,3.3500e+05,2.6846e+06,-1,0
0.81,0.100,8.6519,14.0821,0.0000,0.0906,3.1847e-01,2.0000e+04,3.0332e+05,-1,0
1.58,0.174,8.6519,30.5826,0.0000,0.0798,4.6684e-01,4.7080e+06,3.1108e+07,-1,0
1.70,0.140,8.6519,25.1470,0.0000,0.0961,4.4285e-01,1.4980e+06,1.3715e+07,-1,0
1.19,0.147,8.6519,23.4355,0.0000,0.1022,4.6335e-01,7.2800e+05,6.1947e+06,-1,0
1.96,0.123,8.6519,23.2844,0.0000,0.1031,4.3471e-01,1.0030e+06,1.1151e+07,-1,0
1.91,0.106,8.6519,19.8248,0.0000,0.0976,3.9872e-01,3.3700e+05,4.6831e+06,-1,0
1.09,0.136,8.6519,21.0791,0.0000,0.1086,4.4579e-01,3.5900e+05,3.4328e+06,-1,0
1.32,0.082,8.6519,13.5372,0.0000,0.0969,4.4718e-01,2.1000e+04,4.2891e+05,-1,0
1.04,0.105,8.6519,16.0230,0.0000,0.0849,3.1353e-01,5.1000e+04,7.1887e+05,-1,0
1.06,0.140,8.6519,21.5500,0.0000,0.0969,4.7109e-01,3.8700e+05,3.5431e+06,-1,0
0.86,0.155,8.6519,22.3513,0.0000,0.1030,4.3088e-01,4.3500e+05,3.4187e+06,-1,0
1.70,0.178,8.6519,31.9713,0.0000,0.0788,4.8713e-01,5.6360e+06,3.5992e+07,-1,0
1.50,0.130,8.6519,22.3957,0.0000,0.0971,4.4585e-01,6.4400e+05,6.5892e+06,-1,0
1.77,0.149,8.6519,27.1041,0.0000,0.0958,4.5364e-01,2.6020e+06,2.1697e+07,-1,0
1.72,0.159,8.6519,28.6581,0.0000,0.1031,4.6638e-01,3.7590e+06,2.8434e+07,-1,0
1.96,0.152,8.6519,28.6507,0.0000,0.0911,4.5250e-01,4.1310e+06,3.3431e+07,-1,0
1.78,0.156,8.6519,28.4495,0.0000,0.3697,5.3925e-01,2.6940e+06,2.0969e+07,-1,0
1.88,0.082,8.6519,15.2550,0.0000,0.1164,3.5154e-01,6.6000e+04,1.3480e+06,-1,0
1.20,0.135,8.6519,21.5835,0.0000,0.1031,4.6614e-01,4.2500e+05,4.1092e+06,-1,0
1.80,0.104,8.6519,19.1996,0.0000,0.1005,4.1496e-01,2.4600e+05,3.5176e+06,-1,0
1.63,0.172,8.6519,30.4690,0.0000,0.0797,4.5206e-01,4.7830e+06,3.2157e+07,-1,0
1.46,0.153,8.6519,26.1294,0.0000,0.0912,4.7232e-01,1.7490e+06,1.4016e+07,-1,0
1.25,0.155,8.6519,25.1382,0.0000,0.0971,4.4929e-01,1.1980e+06,9.4151e+06,-1,0
1.87,0.170,8.6519,31.5607,0.0000,0.0781,4.6781e-01,5.8560e+06,4.0067e+07,-1,0
1.68,0.164,8.6519,29.3497,0.0000,0.0905,4.5353e-01,4.3010e+06,3.1058e+07,-1,0
1.08,0.149,8.6519,23.1343,0.0000,0.1094,4.5540e-01,6.2300e+05,5.1948e+06,-1,0
0.98,0.093,8.6519,14.3282,0.0000,0.2462,3.6049e-01,2.5000e+04,4.2275e+05,-1,0
1.82,0.143,8.6519,26.2929,0.0000,0.0919,4.3931e-01,2.1330e+06,1.8917e+07,-1,0
0.81,0.108,8.6519,15.3784,0.0000,0.1848,4.5965e-01,3.8000e+04,5.1347e+05,-1,0
1.06,0.143,8.6519,21.9778,0.0000,0.1099,4.6007e-01,4.5100e+05,3.9998e+06,-1,0
0.84,0.094,8.6519,13.4367,0.0000,0.1098,3.1602e-01,1.6000e+04,2.6625e+05,-1,0
1.67,0.092,8.6519,16.6577,0.0000,0.1023,4.4422e-01,9.3000e+04,1.5983e+06,-1,0
1.95,0.128,8.6519,24.1371,0.0000,0.1004,4.6016e-01,1.2770e+06,1.3373e+07,-1,0
0.83,0.143,8.6519,20.2347,0.0000,0.1020,3.9692e-01,2.1900e+05,1.9422e+06,-1,0
1.19,0.126,8.6519,20.2526,0.0000,0.1011,4.5116e-01,2.7900e+05,2.9917e+06,-1,0
1.92,0.138,8.6519,25.7978,0.0000,0.0892,4.5145e-01,1.9350e+06,1.8102e+07,-1,0
0.88,0.121,8.6519,17.4747,0.0000,0.1079,4.3407e-01,8.9000e+04,1.0141e+06,-1,0
0.91,0.130,8.6519,18.9853,0.0000,0.1076,4.2272e-01,1.5400e+05,1.5757e+06,-1,0
1.84,0.098,8.6519,18.1830,0.0000,0.1015,4.5449e-01,1.8900e+05,2.9545e+06,-1,0
1.27,0.108,8.6519,17.6339,0.0000,0.1019,4.3026e-01,1.1200e+05,1.5134e+06,-1,0
1.46,0.119,8.6519,20.3483,0.0000,0.1090,4.3917e-01,3.2600e+05,3.8086e+06,-1,0
1.57,0.097,8.6519,17.0007,0.0000,0.1020,3.6961e-01,1.0100e+05,1.6033e+06,-1,0
0.83,0.157,8.6519,22.2773,0.0000,0.1018,4.4253e-01,4.2600e+05,3.2842e+06,-1,0
1.64,0.091,8.6519,16.4116,0.0000,0.1072,3.4502e-01,8.6000e+04,1.5025e+06,-1,0
1.83,0.172,8.6519,31.7315,0.0000,0.0803,4.6433e-01,5.8400e+06,3.9263e+07,-1,0
1.64,0.124,8.6519,21.9971,0.0000,0.1125,4.1580e-01,5.9700e+05,6.5570e+06,-1,0
1.28,0.171,8.6519,27.9190,0.0000,0.0917,4.5528e-01,2.5710e+06,1.7437e+07,-1,0
1.88,0.171,8.6519,31.7565,0.0000,0.0788,4.6865e-01,6.0050e+06,4.0727e+07,-1,0
1.90,0.088,8.6519,16.6928,0.0000,0.1202,3.8234e-01,1.0300e+05,1.8922e+06,-1,0
1.74,0.099,8.6519,18.1088,0.0000,0.1046,4.5352e-01,1.6300e+05,2.5096e+06,-1,0
1.32,0.089,8.6519,14.7831,0.0000,0.1188,3.6354e-01,3.9000e+04,7.0444e+05,-1,0
1.44,0.147,8.6519,24.9788,0.0000,0.1018,4.3945e-01,1.2810e+06,1.0900e+07,-1,0
1.76,0.081,8.6519,14.9980,0.0000,0.1031,3.0897e-01,4.5000e+04,9.3616e+05,-1,0
1.37,0.153,8.6519,25.6124,0.0000,0.0991,4.7059e-01,1.4550e+06,1.1660e+07,-1,0
1.86,0.093,8.6519,17.4278,0.0000,0.1121,4.3787e-01,1.3300e+05,2.2490e+06,-1,0
1.20,0.146,8.6519,23.3442,0.0000,0.1056,4.3976e-01,7.5400e+05,6.4820e+06,-1,0
1.48,0.111,8.6519,19.1017,0.0000,0.1000,4.5014e-01,2.1400e+05,2.7752e+06,-1,0
0.99,0.108,8.6519,16.1867,0.0000,0.1379,3.7142e-01,6.1000e+04,8.2425e+05,-1,0
1.14,0.123,8.6519,19.4270,0.0000,0.0982,3.8437e-01,2.0000e+05,2.2235e+06,-1,0
1.03,0.121,8.6519,18.7255,0.0000,0.1147,4.5338e-01,1.4600e+05,1.6636e+06,-1,0
1.33,0.149,8.6519,24.6472,0.0000,0.1033,4.5036e-01,1.1070e+06,9.2306e+06,-1,0
1.85,0.082,8.6519,15.1974,0.0000,0.1030,3.9356e-01,5.4000e+04,1.1029e+06,-1,0
1.08,0.135,8.6519,20.8727,0.0000,0.0899,4.4446e-01,3.1800e+05,3.0746e+06,-1,0
0.92,0.160,8.6519,23.4643,0.0000,0.0945,4.4072e-01,6.4400e+05,4.8258e+06,-1,0
1.84,0.170,8.6519,31.4146,0.0000,0.0812,4.6617e-01,5.7010e+06,3.9007e+07,-1,0
1.76,0.156,8.6519,28.4578,0.0000,0.0907,4.5367e-01,3.5580e+06,2.7694e+07,-1,0
1.85,0.080,8.6519,14.9680,0.0000,0.1109,3.5596e-01,4.5000e+04,9.5377e+05,-1,0
1.85,0.172,8.6519,31.8548,0.0000,0.0777,4.6027e-01,5.9450e+06,3.9969e+07,-1,0
1.11,0.108,8.6519,16.8150,0.0000,0.0928,3.8441e-01,7.7000e+04,1.0404e+06,-1,0
1.98,0.128,8.6519,24.2394,0.0000,0.0928,4.5890e-01,1.3510e+06,1.4148e+07,-1,0
0.90,0.094,8.6519,14.0778,0.0000,0.0972,4.9565e-01,1.8000e+04,2.9953e+05,-1,0
0.88,0.119,8.6519,17.2273,0.0000,0.0851,3.8038e-01,7.9000e+04,9.2293e+05,-1,0
1.85,0.124,8.6519,22.9089,0.0000,0.0915,4.4015e-01,8.4900e+05,9.3248e+06,-1,0
1.57,0.082,8.6519,14.4634,0.0000,0.0969,3.2970e-01,3.4000e+04,6.9442e+05,-1,0
1.28,0.080,8.6519,13.2433,0.0000,0.0877,2.8598e-01,1.6000e+04,3.3912e+05,-1,0
1.11,0.162,8.6519,25.4073,0.0000,0.3550,5.0629e-01,9.1400e+05,6.7226e+06,-1,0
1.40,0.130,8.6519,21.8876,0.0000,0.0948,4.2488e-01,5.1700e+05,5.2898e+06,-1,0
1.15,0.103,8.6519,16.4915,0.0000,0.1057,3.4515e-01,6.3000e+04,9.1401e+05,-1,0
1.34,0.082,8.6519,14.7619,0.0000,0.2263,4.3186e-01,2.6000e+04,5.3103e+05,-1,0
1.05,0.156,8.6519,23.9684,0.0000,0.1030,4.5927e-01,7.9800e+05,6.2113e+06,-1,0
1.24,0.165,8.6519,26.7393,0.0000,0.3984,5.2551e-01,1.4110e+06,1.0096e+07,-1,0
1.59,0.148,8.6519,25.9837,0.0000,0.0968,4.7078e-01,1.7950e+06,1.5119e+07,-1,0
1.54,0.148,8.6519,25.7597,0.0000,0.0924,4.7807e-01,1.6410e+06,1.3822e+07,-1,0
1.49,0.118,8.6519,20.3328,0.0000,0.1065,4.4501e-01,3.1900e+05,3.7743e+06,-1,0
0.89,0.082,8.6519,11.8890,0.0000,0.1178,3.3963e-01,6.3000e+03,1.2867e+05,-1,0
0.95,0.087,8.6519,13.3070,0.0000,0.1203,3.6245e-01,1.3000e+04,2.4296e+05,-1,0
0.98,0.174,8.6519,26.0522,0.0000,0.0964,4.4827e-01,1.3410e+06,8.8607e+06,-1,0
1.16,0.164,8.6519,25.9285,0.0000,0.0896,4.6678e-01,1.4330e+06,1.0348e+07,-1,0
1.14,0.121,8.6519,19.0478,0.0000,0.0960,4.4822e-01,1.8000e+05,2.0510e+06,-1,0
1.93,0.085,8.6519,15.9197,0.0000,0.1109,4.2311e-01,7.9000e+04,1.5288e+06,-1,0
1.00,0.163,8.6519,24.5496,0.0000,0.1012,4.4422e-01,9.4900e+05,6.9159e+06,-1,0
1.83,0.125,8.6519,23.1617,0.0000,0.0907,4.3788e-01,8.8300e+05,9.5821e+06,-1,0
1.77,0.159,8.6519,28.9456,0.0000,0.0945,4.5701e-01,4.0210e+06,3.0416e+07,-1,0
1.36,0.139,8.6519,23.2863,0.0000,0.1015,4.5282e-01,7.6900e+05,7.1165e+06,-1,0
1.89,0.113,8.6519,21.0826,0.0000,0.0993,4.3265e-01,4.8200e+05,6.0855e+06,-1,0
1.55,0.157,8.6519,27.3732,0.0000,0.0959,4.6228e-01,2.4740e+06,1.9073e+07,-1,0
1.01,0.132,8.6519,19.9873,0.0000,0.1042,4.7223e-01,2.2900e+05,2.2900e+06,-1,0
1.46,0.167,8.6519,28.5762,0.0000,0.0923,4.6480e-01,3.2460e+06,2.2811e+07,-1,0
1.65,0.166,8.6519,29.5759,0.0000,0.0855,4.4649e-01,4.4130e+06,3.1292e+07,-1,0
1.38,0.120,8.6519,20.0949,0.0000,0.1033,4.6925e-01,2.7500e+05,3.1727e+06,-1,0
1.14,0.151,8.6519,23.7364,0.0000,0.0955,4.4833e-01,8.0500e+05,6.5795e+06,-1,0
1.12,0.131,8.6519,20.6521,0.0000,0.0921,4.0723e-01,2.9800e+05,3.0142e+06,-1,0
1.99,0.167,8.6519,31.6360,0.0000,0.3781,5.7449e-01,6.1710e+06,4.3366e+07,-1,0
1.44,0.126,8.6519,21.4314,0.0000,0.0922,4.3999e-01,4.4600e+05,4.7824e+06,-1,0
1.27,0.082,8.6519,13.5266,0.0000,0.0902,2.7729e-01,1.8000e+04,3.6763e+05,-1,0
1.41,0.092,8.6519,15.5930,0.0000,0.1023,3.7259e-01,5.5000e+04,9.4525e+05,-1,0
1.25,0.089,8.6519,14.6724,0.0000,0.1308,4.1810e-01,3.3000e+04,5.9606e+05,-1,0
1.85,0.130,8.6519,24.4256,0.0000,0.4407,5.4985e-01,8.9900e+05,9.1983e+06,-1,0
1.07,0.162,8.6519,24.9810,0.0000,0.1011,4.5127e-01,1.0590e+06,7.7891e+06,-1,0
1.20,0.166,8.6519,26.7622,0.0000,0.0946,4.5534e-01,1.7900e+06,1.2693e+07,-1,0
1.03,0.130,8.6519,19.8550,0.0000,0.0989,4.5954e-01,2.1400e+05,2.1896e+06,-1,0
1.86,0.135,8.6519,24.9825,0.0000,0.0970,4.3972e-01,1.5660e+06,1.5141e+07,-1,0
1.71,0.104,8.6519,18.7933,0.0000,0.1085,4.0682e-01,2.0900e+05,2.9885e+06,-1,0
1.04,0.133,8.6519,20.3154,0.0000,0.1082,4.4536e-01,2.5700e+05,2.5411e+06,-1,0
0.93,0.177,8.6519,25.9847,0.0000,0.0942,4.4788e-01,1.3020e+06,8.3852e+06,-1,0
1.17,0.132,8.6519,20.9156,0.0000,0.0996,4.5949e-01,3.4800e+05,3.4800e+06,-1,0
1.56,0.152,8.6519,26.5323,0.0000,0.0965,4.5155e-01,2.0690e+06,1.6744e+07,-1,0
1.83,0.097,8.6519,18.0167,0.0000,0.0955,4.0120e-01,1.6400e+05,2.6035e+06,-1,0
1.43,0.160,8.6519,27.1862,0.0000,0.0937,4.5132e-01,2.3010e+06,1.7243e+07,-1,0
1.43,0.159,8.6519,26.9685,0.0000,0.3971,5.4353e-01,1.6340e+06,1.2360e+07,-1,0
1.93,0.102,8.6519,19.1792,0.0000,0.1002,3.9879e-01,2.6200e+05,3.8571e+06,-1,0
1.95,0.126,8.6519,23.6985,0.0000,0.3745,5.2123e-01,8.2000e+05,8.7927e+06,-1,0
1.15,0.150,8.6519,23.6587,0.0000,0.1012,4.7947e-01,8.0200e+05,6.6207e+06,-1,0
1.80,0.106,8.6519,19.5745,0.0000,0.1089,4.2243e-01,2.8900e+05,4.0161e+06,-1,0
1.97,0.180,8.6519,33.9506,0.0000,0.0806,4.7501e-01,7.3060e+06,4.5881e+07,-1,0
1.37,0.093,8.6519,15.7087,0.0000,0.1394,3.7654e-01,5.7000e+04,9.6386e+05,-1,0
1.32,0.164,8.6519,27.1880,0.0000,0.0949,4.5294e-01,2.1390e+06,1.5446e+07,-1,0
1.06,0.107,8.6519,16.5899,0.0000,0.0923,4.9665e-01,6.3000e+04,8.6323e+05,-1,0
1.77,0.096,8.6519,17.7563,0.0000,0.0985,3.9386e-01,1.4100e+05,2.2734e+06,-1,0
1.51,0.132,8.6519,22.8009,0.0000,0.1077,4.5121e-01,7.2700e+05,7.2701e+06,-1,0
1.34,0.097,8.6519,16.2536,0.0000,0.1084,3.6314e-01,6.9000e+04,1.0954e+06,-1,0
1.84,0.105,8.6519,19.3671,0.0000,0.0945,4.1241e-01,2.8000e+05,3.9467e+06,-1,0
1.37,0.142,8.6519,23.7248,0.0000,0.0983,4.3716e-01,8.9300e+05,8.0036e+06,-1,0
1.62,0.115,8.6519,20.4231,0.0000,0.1068,4.5586e-01,3.7000e+05,4.5501e+06,-1,0
1.90,0.163,8.6519,30.5159,0.0000,0.0787,4.4461e-01,5.4440e+06,3.9674e+07,-1,0
1.68,0.131,8.6519,23.4909,0.0000,0.1013,4.4839e-01,9.4700e+05,9.5787e+06,-1,0
0.89,0.148,8.6519,21.4424,0.0000,0.1129,4.3304e-01,3.6300e+05,3.0576e+06,-1,0
0.97,0.144,8.6519,21.4596,0.0000,0.1006,4.3580e-01,3.6500e+05,3.2034e+06,-1,0
1.50,0.096,8.6519,16.7370,0.0000,0.0986,3.5731e-01,8.4000e+04,1.3544e+06,-1,0
1.84,0.133,8.6519,24.5158,0.0000,0.0980,4.7299e-01,1.3780e+06,1.3625e+07,-1,0
1.14,0.149,8.6519,23.4273,0.0000,0.0955,4.4980e-01,7.0300e+05,5.8619e+06,-1,0
1.70,0.115,8.6519,20.6807,0.0000,0.0988,4.3326e-01,4.0000e+05,4.9190e+06,-1,0
1.69,0.095,8.6519,17.0311,0.0000,0.0897,4.0997e-01,1.0500e+05,1.7198e+06,-1,0
1.07,0.111,8.6519,17.2091,0.0000,0.0945,4.2074e-01,8.6000e+04,1.1153e+06,-1,0
1.48,0.145,8.6519,24.8969,0.0000,0.0964,4.3854e-01,1.2590e+06,1.0935e+07,-1,0
1.28,0.137,8.6519,22.3786,0.0000,0.0972,4.3593e-01,5.7900e+05,5.4760e+06,-1,0
1.63,0.102,8.6519,18.1039,0.0000,0.1135,4.5172e-01,1.6900e+05,2.4880e+06,-1,0
1.11,0.150,8.6519,23.4465,0.0000,0.0999,4.5313e-01,7.0000e+05,5.7786e+06,-1,0
1.63,0.119,8.6519,21.1639,0.0000,0.0951,4.0610e-01,4.5800e+05,5.3507e+06,-1,0
1.97,0.154,8.6519,29.0741,0.0000,0.0901,4.6315e-01,4.6570e+06,3.6956e+07,-1,0
1.42,0.082,8.6519,14.1003,0.0000,0.1078,2.7387e-01,2.4000e+04,4.9018e+05,-1,0
1.78,0.152,8.6519,27.7178,0.0000,0.0968,4.4886e-01,3.0900e+06,2.5007e+07,-1,0
1.70,0.139,8.6519,24.9803,0.0000,0.0951,4.5714e-01,1.4680e+06,1.3585e+07,-1,0
1.63,0.146,8.6519,25.8553,0.0000,0.0939,4.4602e-01,1.7840e+06,1.5337e+07,-1,0
1.40,0.115,8.6519,19.3606,0.0000,0.0981,4.1651e-01,2.2900e+05,2.8161e+06,-1,0
1.60,0.106,8.6519,18.8176,0.0000,0.0932,4.2794e-01,1.9900e+05,2.7654e+06,-1,0
1.47,0.174,8.6519,29.9094,0.0000,0.0840,4.6269e-01,4.1600e+06,2.7487e+07,-1,0
1.38,0.158,8.6519,26.4704,0.0000,0.0982,4.6798e-01,1.8700e+06,1.4280e+07,-1,0
1.17,0.102,8.6519,16.2982,0.0000,0.0991,3.5670e-01,6.2000e+04,9.1276e+05,-1,0
1.07,0.152,8.6519,23.4767,0.0000,0.0972,4.5971e-01,6.9900e+05,5.6569e+06,-1,0
0.95,0.106,8.6519,15.7150,0.0000,0.1191,4.2403e-01,4.5000e+04,6.2534e+05,-1,0
1.88,0.150,8.6519,27.9311,0.0000,0.3816,5.5083e-01,2.4590e+06,2.0300e+07,-1,0
0.99,0.112,8.6519,16.8432,0.0000,0.0961,4.5421e-01,7.0000e+04,8.9564e+05,-1,0
1.77,0.132,8.6519,24.1590,0.0000,0.0955,4.5001e-01,1.1680e+06,1.1680e+07,-1,0
0.81,0.177,8.6519,24.9238,0.0000,0.0978,4.6524e-01,9.0900e+05,5.8542e+06,-1,0
1.67,0.175,8.6519,31.2918,0.0000,0.0791,4.6914e-01,5.2350e+06,3.4294e+07,-1,0
1.54,0.080,8.6519,13.9026,0.0000,0.1210,2.4749e-01,2.9000e+04,6.1465e+05,-1,0
1.03,0.159,8.6519,24.1630,0.0000,0.1011,4.6838e-01,8.4800e+05,6.4145e+06,-1,0
1.44,0.167,8.6519,28.3833,0.0000,0.3732,5.3961e-01,2.3590e+06,1.6577e+07,-1,0
1.79,0.104,8.6519,19.0539,0.0000,0.1043,4.4766e-01,2.3800e+05,3.4032e+06,-1,0
1.12,0.137,8.6519,21.4354,0.0000,0.0951,4.4332e-01,3.9500e+05,3.7358e+06,-1,0
1.78,0.120,8.6519,21.9460,0.0000,0.0932,4.3831e-01,6.0200e+05,6.9453e+06,-1,0
1.95,0.107,8.6519,20.1026,0.0000,0.0984,4.1782e-01,3.6600e+05,5.0150e+06,-1,0
0.83,0.128,8.6519,18.1450,0.0000,0.0990,4.2285e-01,1.0700e+05,1.1206e+06,-1,0
1.35,0.086,8.6519,14.2931,0.0000,0.0867,2.5142e-01,2.8000e+04,5.3244e+05,-1,0
1.66,0.126,8.6519,22.4592,0.0000,0.0910,4.3593e-01,6.7900e+05,7.2808e+06,-1,0
1.09,0.138,8.6519,21.5691,0.0000,0.1031,4.2837e-01,3.8500e+05,3.6017e+06,-1,0
1.74,0.127,8.6519,22.9777,0.0000,0.0944,4.6514e-01,8.5200e+05,9.0281e+06,-1,0
0.85,0.174,8.6519,24.8797,0.0000,0.0998,4.6627e-01,9.2800e+05,6.1318e+06,-1,0
1.89,0.091,8.6519,16.9923,0.0000,0.0991,3.4555e-01,1.1400e+05,1.9916e+06,-1,0
1.73,0.114,8.6519,20.6312,0.0000,0.1075,4.1405e-01,4.0000e+05,4.9839e+06,-1,0
1.19,0.107,8.6519,17.0699,0.0000,0.0940,3.9101e-01,9.8000e+04,1.3428e+06,-1,0
1.20,0.127,8.6519,20.3075,0.0000,0.0933,4.1854e-01,2.7300e+05,2.8928e+06,-1,0
1.02,0.134,8.6519,20.3660,0.0000,0.1037,4.3977e-01,2.6100e+05,2.5518e+06,-1,0
0.98,0.099,8.6519,14.8185,0.0000,0.1009,4.9477e-01,3.0000e+04,4.6188e+05,-1,0
0.85,0.159,8.6519,22.8792,0.0000,0.1094,4.5911e-01,5.0300e+05,3.8048e+06,-1,0
1.70,0.147,8.6519,26.4566,0.0000,0.0952,4.4404e-01,2.1220e+06,1.8056e+07,-1,0
1.86,0.134,8.6519,24.8384,0.0000,0.1037,4.3899e-01,1.4530e+06,1.4206e+07,-1,0
1.31,0.122,8.6519,20.0758,0.0000,0.1043,4.4643e-01,2.8700e+05,3.2300e+06,-1,0
1.28,0.140,8.6519,23.0504,0.0000,0.0994,4.7161e-01,6.7700e+05,6.1981e+06,-1,0
1.12,0.154,8.6519,24.1211,0.0000,0.1007,4.5101e-01,8.8300e+05,7.0072e+06,-1,0
1.12,0.116,8.6519,18.1192,0.0000,0.1037,3.9434e-01,1.2700e+05,1.5416e+06,-1,0
1.54,0.171,8.6519,29.6943,0.0000,0.0863,4.6185e-01,4.2440e+06,2.8784e+07,-1,0
0.85,0.123,8.6519,17.6524,0.0000,0.1153,4.1136e-01,9.4000e+04,1.0450e+06,-1,0
1.55,0.086,8.6519,15.0114,0.0000,0.0872,3.4434e-01,4.7000e+04,8.9375e+05,-1,0
1.13,0.086,8.6519,13.4831,0.0000,0.1235,4.4350e-01,1.7000e+04,3.2327e+05,-1,0
1.76,0.135,8.6519,24.5209,0.0000,0.0949,4.6398e-01,1.3270e+06,1.2830e+07,-1,0
1.34,0.084,8.6519,13.9998,0.0000,0.1032,4.6914e-01,2.4000e+04,4.7278e+05,-1,0
1.95,0.120,8.6519,23.0524,0.0000,0.4146,5.4132e-01,6.0300e+05,6.9568e+06,-1,0
1.36,0.119,8.6519,20.0353,0.0000,0.0962,4.0976e-01,2.7600e+05,3.2244e+06,-1,0
1.18,0.134,8.6519,21.3461,0.0000,0.1077,4.8387e-01,3.9400e+05,3.8521e+06,-1,0
